School DBN,School Name,School District,Home Zip Code,Total Applicants Zip,True Applicants Zip,Total Applicants School,Total True Applicants School,Seats Available School,Offers School,Ratio,Rank
01M450,East Side Community School,1,11104,11,1.0,1142,328.0,95,117,0.09090909090909091,43
01M450,East Side Community School,1,11105,1,1.0,1142,328.0,95,117,1.0,61
01M450,East Side Community School,1,11106,1,1.0,1142,328.0,95,117,1.0,71
01M450,East Side Community School,1,11109,1,1.0,1142,328.0,95,117,1.0,21
01M450,East Side Community School,1,11201,17,1.0,1142,328.0,95,117,0.058823529411764705,70
01M450,East Side Community School,1,11203,7,1.0,1142,328.0,95,117,0.14285714285714285,58
01M450,East Side Community School,1,11204,1,1.0,1142,328.0,95,117,1.0,65
01M450,East Side Community School,1,11205,8,1.0,1142,328.0,95,117,0.125,43
01M450,East Side Community School,1,11206,13,1.0,1142,328.0,95,117,0.07692307692307693,92
01M450,East Side Community School,1,11207,10,1.0,1142,328.0,95,117,0.1,116
01M450,East Side Community School,1,11208,8,1.0,1142,328.0,95,117,0.125,93
01M450,East Side Community School,1,11209,1,1.0,1142,328.0,95,117,1.0,62
01M450,East Side Community School,1,11211,12,1.0,1142,328.0,95,117,0.08333333333333333,51
01M450,East Side Community School,1,11212,1,1.0,1142,328.0,95,117,1.0,193
01M450,East Side Community School,1,11213,1,1.0,1142,328.0,95,117,1.0,143
01M450,East Side Community School,1,11215,26,8.0,1142,328.0,95,117,2.4615384615384617,29
01M450,East Side Community School,1,11216,8,1.0,1142,328.0,95,117,0.125,52
01M450,East Side Community School,1,11217,15,1.0,1142,328.0,95,117,0.06666666666666667,62
01M450,East Side Community School,1,11218,12,1.0,1142,328.0,95,117,0.08333333333333333,82
01M450,East Side Community School,1,11219,1,1.0,1142,328.0,95,117,1.0,65
01M450,East Side Community School,1,11220,6,1.0,1142,328.0,95,117,0.16666666666666666,46
01M450,East Side Community School,1,11221,15,6.0,1142,328.0,95,117,2.4,29
